station_name;location
Reichenau (Baden);POINT(9.12595802318204 47.6893471517858)
Hegne;POINT(9.09957450328378 47.7060342276825)
Allensbach;POINT(9.06885212056261 47.7144664244476)
Markelfingen;POINT(9.00277204825358 47.7393621522085)
Stuttgart Hbf;POINT(9.18163560449952 48.7840836345793)
Reutlingen Hbf (D);POINT(9.20911506904456 48.4960783466337)
Tübingen Hbf;POINT(9.05540434075747 48.5158082955687)
Mössingen;POINT(9.04652898574913 48.4043092079335)
Hechingen;POINT(8.96877081474492 48.3596039820845)
Balingen (Württ);POINT(8.85030997821159 48.2784700667749)
Plochingen;POINT(9.41081379981599 48.7130825971584)
Bisingen;POINT(8.92103434054017 48.3127685026169)
Rottenburg (Neckar);POINT(8.93555111553356 48.4724280025864)
Kiebingen;POINT(8.97374748141964 48.4793718201152)
Horb;POINT(8.68898153631411 48.4414729866987)
Mühlen(b Horb);POINT(8.72680060978081 48.4499404271356)
Eyach;POINT(8.78309802864441 48.4462878620716)
Bieringen(b Horb);POINT(8.86091908171852 48.4490288000984)
Bad Niedernau;POINT(8.89653728273882 48.4607654917762)
Vauderens;POINT(6.84991455379726 46.621101452642)
Oron;POINT(6.83688898217572 46.5715414020349)
Les Hauts-Geneveys;POINT(6.87407923494344 47.046546761309)
Les Geneveys-sur-Coffrane;POINT(6.85322035404328 47.0150931138576)
Chambrelien;POINT(6.81225717708173 46.9671085417611)
Lugano FLP;POINT(8.94759752349528 46.0044914083297)
Magliaso;POINT(8.88412256551056 45.9816430925772)
Caslano;POINT(8.87628925623195 45.9777415224123)
Ponte Tresa;POINT(8.86047890722924 45.9699875061836)
Sorengo;POINT(8.93483246330616 46.0003917631914)
Sorengo Laghetto;POINT(8.93334125993432 45.9968097850038)
Cappella-Agnuzzo;POINT(8.9244479386203 45.9932587798565)
Bioggio Molinazzo;POINT(8.91400951501737 46.0123591303375)
Bioggio;POINT(8.90888911789718 46.0121095766432)
Serocca;POINT(8.90456822137996 46.0085221178518)
Agno;POINT(8.90092106132593 45.995929855931)
Magliaso Paese;POINT(8.89058145240428 45.9834096331221)
Paris Gare de Lyon;POINT(2.37406763320154 48.8448407165557)
Mâcon-Loché TGV;POINT(4.77859713769182 46.2827905937161)
Le Creusot-Montceau-Montchani;POINT(4.50006550065895 46.7653686320296)
Saint-Étienne Châteaucreux;POINT(4.39931045837808 45.4434129454717)
Zweilütschinen;POINT(7.89970376127115 46.6326994490166)
Lütschental;POINT(7.9489853377648 46.6370974009079)
Burglauenen;POINT(7.9753329250517 46.6359069667418)
Schwendi bei Grindelwald;POINT(8.00307290102917 46.6304725797163)
Grindelwald Terminal;POINT(8.01710458576907 46.625506516271)
Grindelwald;POINT(8.03331019349684 46.6243590132112)
Matten b. Interlaken;POINT(7.87286210057792 46.6741358013712)
Wilderswil;POINT(7.86946646880348 46.6656969528558)
Dijon;POINT(5.02612791426541 47.322913645828)
Besançon Viotte;POINT(6.02200023837894 47.2473270837406)
Dole;POINT(5.48810451549387 47.0963374716266)
Besançon Franche-Comté TGV;POINT(5.95267724789379 47.3075601103634)
Montbard;POINT(4.33625770857695 47.6185915355601)
Belfort-Montbéliard TGV;POINT(6.89763306169633 47.585937715229)
Mouchard;POINT(5.79945160986019 46.9768118726151)
Strasbourg;POINT(7.73514138435039 48.5851027296539)
Lorraine TGV;POINT(6.16969225426159 48.9474119058997)
Champagne-Ardenne TGV;POINT(3.99425111355936 49.2143871008191)
Massy-TGV;POINT(2.26134703133454 48.7258425734741)
Meuse TGV;POINT(5.27173629613072 48.9783285431116)
Le Mans;POINT(0.192167605605598 47.9952882348835)
Rennes;POINT(-1.67233966576106 48.1031769556174)
Laval;POINT(-0.761088641423368 48.0764030230603)
Poitiers;POINT(0.333059374786516 46.5822362324287)
Angoulême;POINT(0.164688141060557 45.6540201652841)
Bordeaux-St-Jean;POINT(-0.555922413654751 44.8264828493874)
Lauterbrunnen;POINT(7.90808504287315 46.5984288330961)
Grenoble;POINT(5.71416555677401 45.1911847799144)
Aix-les-Bains-le-Revard;POINT(5.90898319246813 45.6881995843006)
Annecy;POINT(6.12163238655451 45.9021216829954)
Evian-les-Bains;POINT(6.57776095528253 46.3977706974056)
Thonon-les-Bains;POINT(6.48197359652353 46.3689553623384)
Bourg-en-Bresse;POINT(5.21477412395677 46.1999285560956)
Nurieux;POINT(5.53263400413387 46.1840091023603)
Perpignan;POINT(2.87939693004764 42.6959417341909)
Agde;POINT(3.46579918129681 43.317492630111)
Paris-Montparnasse;POINT(2.31957582805927 48.8404894305737)
Valence;POINT(4.89347369624102 44.9276522836705)
Avignon Centre;POINT(4.80632813051645 43.9411660313089)
Orange;POINT(4.81939861790221 44.1375558361435)
Montélimar;POINT(4.74472166832296 44.5589346919388)
Miramas;POINT(4.9995018492404 43.580939629267)
Arles;POINT(4.63243225779239 43.6850070841129)
Beringen Bad Bf;POINT(8.57461701747693 47.6948980110959)
Beringerfeld;POINT(8.59217908128392 47.6953696255029)
Neuhausen Bad Bf;POINT(8.61218456266404 47.6826163959381)
Neunkirch;POINT(8.49538560940656 47.6891536471225)
Wilchingen-Hallau;POINT(8.46386372608242 47.679447257795)
Trasadingen;POINT(8.43680646972098 47.6652382020127)
Jestetten;POINT(8.57398819677796 47.6546015626062)
Rafz;POINT(8.54114578998598 47.6022156877938)
Lottstetten;POINT(8.56456486944624 47.6246161209582)
Glattfelden;POINT(8.52341304627499 47.5476248318219)
Paris-Est;POINT(2.35911966687171 48.8769788565049)
Grütschalp;POINT(7.89087332202702 46.5965153580686)
Winteregg;POINT(7.89604761806427 46.581804034227)
Mürren BLM;POINT(7.89724237739232 46.5641056466472)
Chalon-sur-Saône;POINT(4.84339261914438 46.7817402032079)
Chamby-Musée;POINT(6.91240136496931 46.45382093029)
Bolligen;POINT(7.49742021068075 46.9695422020066)
Ittigen bei Bern;POINT(7.48412514447393 46.9733120112163)
Papiermühle;POINT(7.47717218417387 46.9739004452628)
Worb Dorf;POINT(7.56246722041289 46.9299830362539)
Worbboden;POINT(7.55952074628057 46.9339273870294)
Vechigen;POINT(7.5564574911613 46.9467583191892)
Boll-Utzigen;POINT(7.54728569210916 46.9536079926911)
Stettlen;POINT(7.52410017462281 46.9568209662851)
Deisswil;POINT(7.51420074019043 46.9572072459209)
Arbon;POINT(9.43336151345053 47.510588495693)
Steinach;POINT(9.44159906460705 47.501115951895)
Horn;POINT(9.46293405260786 47.4932441268082)
Egnach;POINT(9.38343314995222 47.5439078218378)
Arbon Seemoosriet;POINT(9.42434242799671 47.5214849643112)
Opfikon;POINT(8.5609177093922 47.4286166110249)
Kloten Balsberg;POINT(8.56908339532599 47.44143789233)
Kloten;POINT(8.58090522446665 47.4470636863501)
Trin;POINT(9.35951999708563 46.8165709003161)
Versam-Safien;POINT(9.31030130266187 46.8073796067511)
Valendas-Sagogn;POINT(9.27545565278602 46.791790779831)
Castrisch;POINT(9.2330821208282 46.7784921248976)
Ilanz;POINT(9.20743521946302 46.7753484382825)
Baden-Baden;POINT(8.1895541708855 48.7899726795833)
Bühl (Baden);POINT(8.12929518161837 48.6966789333037)
Achern;POINT(8.06532615022732 48.6339911003154)
Sinzheim Nord;POINT(8.16979123463212 48.770817435161)
Sinzheim;POINT(8.15842754628643 48.7598809886256)
Baden-Baden Rebland;POINT(8.1465697845344 48.7338418364777)
Karlsruhe Hbf;POINT(8.40218539866619 48.9935144344847)
Renchen (D);POINT(8.0071422692668 48.592660919318)
Appenweier;POINT(7.97318595152235 48.5414606157058)
Ettlingen West;POINT(8.38829744437177 48.9477599869071)
Bruchhausen (b Ettl);POINT(8.37397829874091 48.9239905075111)
Malsch;POINT(8.32358281129479 48.8895082011056)
Muggensturm;POINT(8.27429225164829 48.8768075235813)
Rastatt;POINT(8.21562328043428 48.8604809400902)
Waltensburg/Vuorz;POINT(9.12014592329298 46.7695588991962)
Tavanasa-Breil/Brigels;POINT(9.06242916628026 46.7547592151218)
Trun;POINT(8.9904381794009 46.7425410287047)
Rabius-Surrein;POINT(8.95749695792765 46.7325674587911)
Sumvitg-Cumpadials;POINT(8.93102360650097 46.7240638416689)
Rueun;POINT(9.14561316160131 46.7746901479835)
Chexbres-Village;POINT(6.77905544417605 46.4811563803254)
Corseaux-Cornalles;POINT(6.82456409647588 46.4705344330948)
Vevey-Funi;POINT(6.83562235762493 46.4681338456472)
Aigle-Place-du-Marché;POINT(6.97034270080309 46.3172417659187)
Aigle-Dépôt;POINT(6.97537326639486 46.3182902906249)
Leysin-Feydey;POINT(7.00835940363232 46.344441067201)
Fontanney;POINT(6.98229927723638 46.3183213117599)
Pont-de-Drapel;POINT(6.98652135907233 46.3198599379868)
Rennaz (Leysin);POINT(7.00086745416172 46.3273601212614)
La Roulaz;POINT(7.001478308555 46.3313176198805)
Leysin-Village;POINT(7.00605073335181 46.3392627673707)
Versmont;POINT(7.00694904863605 46.3414209687047)
Leysin-Grand-Hôtel;POINT(7.00642802577119 46.345551082008)
Locarno FART;POINT(8.80197163276639 46.1727445476973)
Locarno S. Antonio;POINT(8.78629603105632 46.1688751290417)
Solduno S. Martino;POINT(8.77036890106667 46.1719980572528)
Ponte Brolla;POINT(8.75330989381886 46.185638570766)
Tegna;POINT(8.7426289250892 46.1860117246727)
Verscio;POINT(8.7297201344546 46.1845688488616)
Cavigliano;POINT(8.72142868438102 46.1837416659087)
Intragna;POINT(8.70226761936809 46.1776586902065)
Solduno;POINT(8.77765423802189 46.1695283458229)
Corcapolo;POINT(8.67583020055277 46.1687693694046)
Verdasio;POINT(8.64920413552776 46.1652107501448)
Palagnedra;POINT(8.63080663850643 46.1611043649301)
Camedo;POINT(8.61094488757178 46.1547513076126)
Le Sépey;POINT(7.05279007759105 46.3612377075244)
La Faverge;POINT(7.14712216558958 46.3549325972715)
Les Diablerets;POINT(7.15501835693809 46.3511628230005)
Les Planches (Aigle);POINT(7.05526942777557 46.3553418005434)
Les Echenards;POINT(7.08505756260112 46.3553480005694)
Sur-le-Buis;POINT(7.10063434962992 46.3533019538007)
Les Aviolats;POINT(7.11315686469229 46.3529671388544)
Les Nicolets;POINT(7.11954388636327 46.3544613897081)
Plan Morier;POINT(7.1292007756689 46.3535685642353)
Vers-l'Eglise;POINT(7.13414150973224 46.3536305664755)
Les Bovets;POINT(7.14164244235568 46.3554596009173)
Aigle-Château;POINT(6.97892161176762 46.3168695037938)
Aigle-Parc Aventure;POINT(6.98621593187569 46.3152997706466)
Verschiez;POINT(6.98366471646844 46.3081764632193)
Plambuit;POINT(7.02397212327249 46.3273477148594)
Exergillod;POINT(7.03847991511304 46.3371106829415)
Les Fontanelles;POINT(7.04545084171878 46.3431325850499)
Innertkirchen Grimseltor;POINT(8.22959208310428 46.7055741637838)
Innertkirchen Unterwasser;POINT(8.22607967034289 46.7080997764583)
Aareschlucht West;POINT(8.19857325633932 46.7212495326712)
Meiringen Alpbach;POINT(8.19001231168047 46.7231093331876)
Aareschlucht Ost (Bahn);POINT(8.21789601810342 46.7119988439719)
Innertkirchen Kraftwerk (Bahn);POINT(8.23251160777808 46.7022598878873)
Nancy;POINT(6.17409399915439 48.6898004904883)
Mâcon;POINT(4.82480647591336 46.3029388758046)
Beaune;POINT(4.8488364097669 47.0230057234586)
Colmar;POINT(7.34654815869187 48.0724715660671)
Metz Ville;POINT(6.17766929398568 49.1093781707206)
Trontano;POINT(8.33404818435624 46.1225640784304)
Masera;POINT(8.32379840696301 46.1319028643183)
Re;POINT(8.53858559142589 46.1263744942794)
Malesco;POINT(8.49882615694522 46.1292259075762)
S. Maria Maggiore;POINT(8.46072860574041 46.1365965627453)
Druogno;POINT(8.43341982109937 46.1331479161466)
Collombey-Village;POINT(6.94596242398869 46.2693170289362)
Monthey-En Place;POINT(6.94590852507164 46.2594115359857)
Monthey-Ville;POINT(6.94749854312475 46.2541009580746)
Aigle-Hôpital;POINT(6.9660487537444 46.3104724039726)
St-Triphon-Village;POINT(6.97578649142561 46.3020700332277)
Ollon VD;POINT(6.993097026953 46.2968318615701)
Les Arnoux;POINT(6.99678011961841 46.2913076543079)
Villy;POINT(6.99439958411516 46.2869003028598)
St-Triphon-Gare;POINT(6.97372036627185 46.2782211291732)
Pont du Rhône;POINT(6.96178175614424 46.2761473605857)
Corbier;POINT(6.95144214722258 46.2721796624576)
Champéry;POINT(6.87149208692482 46.1749528559381)
Les Neys;POINT(6.9247801495862 46.2360225055017)
Croix-du-Nant;POINT(6.92744814598041 46.2396697383313)
Chemex;POINT(6.93005326030472 46.2436211513862)
Monthey-Hôpital;POINT(6.94075219534007 46.2518771949173)
Champéry-Village;POINT(6.87484280293505 46.1814777331299)
La Cour;POINT(6.88668259838139 46.1942391246163)
En Charnet;POINT(6.88700599188372 46.1970186253931)
Val-d'Illiez;POINT(6.89322233365069 46.2036092733178)
Fayot;POINT(6.8995105406404 46.2120578248623)
Pont de Fayot;POINT(6.90373262247635 46.2190195984709)
Troistorrents;POINT(6.9158059798966 46.2282923045018)
Route de Morgins;POINT(6.92142045042313 46.2321513271121)
Clermont-Ferrand;POINT(3.10102029382362 45.7786725352219)
Paris-Bercy;POINT(2.38288908929283 48.8391295761754)
Riom - Châtel-Guyon;POINT(3.12064848278436 45.8898366136659)
Vichy;POINT(3.43068403683569 46.1270157638464)
Saincaize;POINT(3.07210352482379 46.9312712698512)
Neussargues;POINT(2.97914585921016 45.125154079818)
Massiac - Blesle;POINT(3.19655612430303 45.2537684487351)
Arvant;POINT(3.31067809801346 45.3653820515041)
Brassac-les-Mines-Ste-Florine;POINT(3.33016255652872 45.4140914721121)
Issoire;POINT(3.25415610032879 45.5440653548834)
Sévérac-le-Château;POINT(3.05694894597858 44.3246516428562)
Campagnac-St-Geniez;POINT(3.06639922276883 44.4219576399606)
Banassac-la-Canourgue;POINT(3.19613391611943 44.4475831748761)
Le Monastier;POINT(3.25205404256366 44.5089681418463)
Marvejols;POINT(3.2810786093976 44.544684860275)
Aumont-Aubrac;POINT(3.28354897642927 44.7181654900723)
St-Chély-d'Apcher;POINT(3.27069408471173 44.8017379536161)
Saint-Flour - Chaudes-Aigues;POINT(3.10504474629703 45.0352208963633)
Magalas;POINT(3.22972192459734 43.4674412898611)
Bédarieux;POINT(3.14956525178419 43.6086938274103)
Le Bousquet-d'Orb;POINT(3.16895987877104 43.6912365667391)
Ceilhes-Roqueredonde;POINT(3.15511684024083 43.8122159036655)
Tournemire-Roquefort;POINT(3.01649780872905 43.9698979364092)
St-Rome-de-Cernon;POINT(2.96736894583371 44.0139808094885)
St-Georges-de-Luzençon;POINT(2.98359251986717 44.0665711013571)
Millau;POINT(3.07449304347988 44.1024805222634)
Zornasco;POINT(8.49081318460976 46.1297488581887)
Prestinone;POINT(8.4787577934952 46.1331541413351)
Gagnone-Orcesco;POINT(8.41916355753841 46.1283729893771)
Verigo;POINT(8.3515204166348 46.1217421894784)
Creggio;POINT(8.32455299180177 46.1246623302216)
Folsogno-Dissimo;POINT(8.55806106678831 46.1342310883414)
Villars-sur-Ollon;POINT(7.05623062512971 46.2962608457444)
Roches Grises;POINT(7.06109949397032 46.2937594779919)
Col-de-Soud;POINT(7.06954365764222 46.3049371614049)
Villars-sur-Ollon Golf;POINT(7.07549050482391 46.309119672157)
Bouquetins;POINT(7.07233741817622 46.3163979681333)
Col-de-Bretaye;POINT(7.07361302587984 46.3219320517098)
Gryon Barboleuse;POINT(7.07048688869067 46.2827471359298)
Grand-Moulin;POINT(7.02321753843372 46.2526226004356)
Bex Pont-Neuf;POINT(7.02081903662479 46.250523015639)
Bex-Place-du-Marché;POINT(7.01443201495381 46.2509081525976)
La Ruaz;POINT(7.0077215997805 46.2530822621219)
Gryon Bois-Gentil;POINT(7.06754939771119 46.2777306341084)
Gryon;POINT(7.05970710527974 46.273582981326)
Gryon-Chalméry;POINT(7.05190972861249 46.2736388649618)
Les Posses;POINT(7.05088564918846 46.2711675119432)
Fontannaz-Seulaz;POINT(7.05585333271033 46.2676031030411)
Bévieux;POINT(7.03088016780833 46.2589891930589)
Foyer Dents-du-Midi;POINT(7.02983812207861 46.2563929547834)
Les Salines;POINT(7.02763724963221 46.2548401219499)
Arveyes;POINT(7.06268951202343 46.2912517886918)
La Clairière;POINT(7.06799855535331 46.2883404905098)
Briançon;POINT(6.63282768220672 44.8900201859465)
L'Argentière-les-Ecrins;POINT(6.55619240530782 44.790952153895)
Montdauphin-Guillestre;POINT(6.61551714667933 44.6745900238674)
Embrun;POINT(6.49685868078346 44.5671782840975)
Chorges;POINT(6.2717678200103 44.5457796476104)
Gap;POINT(6.08569977518472 44.5638118650582)
Veynes-Devoluy;POINT(5.81652858341368 44.5319620498608)
Die;POINT(5.36314885945545 44.7581616592023)
Crest;POINT(5.01598593470629 44.7300817283051)
Luc-en-Diois;POINT(5.45451650701596 44.6135523034978)
Gammenthal;POINT(7.73788124596733 47.0350561138157)
Griesbach;POINT(7.7420853614976 47.0443247353417)
Affoltern-Weier;POINT(7.74985578870631 47.0619147700578)
Häusernmoos;POINT(7.74968510880231 47.0785813891379)
Mussachen;POINT(7.77303232303982 47.0901360541491)
Dürrenroth;POINT(7.79201372499591 47.0913042264491)
Huttwil Sportzentrum;POINT(7.82994059629672 47.1109146853668)
Wasen i.E.;POINT(7.79136693799125 47.0434187587991)
Oberei bei Wasen i.E.;POINT(7.77702084290187 47.0434187587991)
Ei im Emmental;POINT(7.75589246741644 47.0276229119916)
Moosseedorf;POINT(7.48485277985416 47.016140438339)
Schönbühl Shoppyland;POINT(7.49362932018123 47.0186208617538)
Schönbühl RBS;POINT(7.49780648625297 47.0204826347368)
Urtenen;POINT(7.50064516255118 47.0288904257124)
Saint-Louis (Haut-Rhin);POINT(7.55574782208675 47.5905908122126)
Basel St. Johann;POINT(7.57156715424229 47.5710183578348)
Reims;POINT(4.02415602937186 49.2592457243912)
Charleville-Mézières;POINT(4.72552467069865 49.7678894734991)
Rethel;POINT(4.36975588552643 49.5042835520113)
Sedan;POINT(4.93011597668535 49.6951231459843)
Bar-le-Duc;POINT(5.16726222857308 48.7736118569639)
Vitry-le-François;POINT(4.58741767889889 48.717640526479)
Châlons-en-Champagne;POINT(4.34888802147343 48.955411256009)
Thionville;POINT(6.15176188118807 49.3332600362822)
Lunéville;POINT(6.49713715852158 48.587848051916)
Saint-Dié-des-Vosges;POINT(6.94823516165783 48.2819194789617)
Sarrebourg;POINT(7.05203549275229 48.7385933886879)
Saverne;POINT(7.36209799626214 48.7448609588318)
Épinal;POINT(6.44137872882852 48.1780063239642)
Remiremont;POINT(6.59906899382481 48.0164321872948)
Sélestat;POINT(7.44303620337258 48.2602925409061)
Martigny-Expo;POINT(7.07567016788076 46.0973289895896)
Le Havre;POINT(0.125467695750439 49.4927316994619)
Rouen-Rive-Droite;POINT(1.09411208359851 49.449043395881)
Mantes-la-Jolie;POINT(1.70298120010664 48.9892821861578)
Versailles-Chantiers;POINT(2.136112897558 48.7951805052939)
Massy-Palaiseau-Grande-Cre;POINT(2.2582927593681 48.7259847937048)
Morlaix;POINT(-3.83267114338229 48.5781139636631)
Brest (F);POINT(-4.47981747415208 48.3878051242307)
Saint-Brieuc;POINT(-2.76494257968204 48.5073994556478)
Guingamp;POINT(-3.14331297740585 48.5554948807218)
Auray;POINT(-2.99947473409261 47.680239560379)
Lorient;POINT(-3.3661580499684 47.7553749321529)
Quimper;POINT(-4.09217646269486 47.9947652359545)
Redon;POINT(-2.08919389026191 47.6519753465384)
Vannes;POINT(-2.75256379506515 47.6652624012242)
Orsières;POINT(7.14363670228671 46.0279914241584)
La Douay;POINT(7.14873014994837 46.052528824969)
Areuse Les Isles Littorail;POINT(6.84857606402374 46.9542211704853)
Steinibach;POINT(7.45752602890744 46.9833328946838)
Unterzollikofen;POINT(7.45708585441816 46.9916791325861)
Waldibrücke;POINT(8.31918106640199 47.1074236105348)
Eschenbach LU;POINT(8.32302585581856 47.1316424278298)
Ballwil;POINT(8.31706104233117 47.1533395265374)
Hochdorf Schönau;POINT(8.29975948995662 47.164474867612)
Hochdorf;POINT(8.28867427934905 47.1669483923398)
Hitzkirch;POINT(8.25189725161207 47.2226607132194)
Ermensee;POINT(8.24310274497932 47.2288771839013)
Mosen;POINT(8.22422914085734 47.2442657598356)
Beinwil am See;POINT(8.20240906260304 47.2672701430669)
Birrwil;POINT(8.19908529605134 47.2880100253168)
Boniswil;POINT(8.18481106618469 47.3146862646736)
Hallwil;POINT(8.17638486881848 47.3282233107254)
Seon;POINT(8.1586341588018 47.3459264548434)
Seon Nord;POINT(8.16022417685491 47.353120465445)
Baldegg Kloster;POINT(8.28075113854201 47.1802912240222)
Baldegg;POINT(8.28044571134537 47.1852733165098)
Gelfingen;POINT(8.26556062708543 47.2130203867994)
Niederglatt ZH;POINT(8.50267992951463 47.4857596398708)
Bazenheid;POINT(9.06919348037062 47.4101691473639)
Lütisburg;POINT(9.07147520119261 47.3854996255071)
Bütschwil;POINT(9.07520320962222 47.3597780075768)
Dietfurt;POINT(9.07905698219163 47.3431021420551)
Bressonnaz;POINT(6.79126354888893 46.653150283595)
St-Gingolph (Suisse);POINT(6.80644507719267 46.3919406925587)
Bouveret;POINT(6.85389409050646 46.385614339857)
Les Evouettes;POINT(6.87952302556596 46.3628185207931)
Vouvry;POINT(6.89899850092838 46.3359446767504)
Vionnaz;POINT(6.91686599193201 46.3142139605041)
Collombey;POINT(6.94916940955344 46.2702422782491)
Monthey;POINT(6.95522405456925 46.2556538118384)
Massongex;POINT(6.98567694270514 46.2412354266013)
Riddes;POINT(7.21853823068702 46.1731302304572)
Turtmann;POINT(7.69807689572245 46.3092437773861)
Gampel-Steg;POINT(7.74609184766533 46.3064203138041)
Raron;POINT(7.79977516905178 46.3062713798133)
Chamoson-St-Pierre-de-Clages;POINT(7.23998999967478 46.1882692517889)
Ardon;POINT(7.26953558937358 46.2077808691934)
Châteauneuf-Conthey;POINT(7.30430039087385 46.2158993412236)
St-Léonard;POINT(7.41941051139695 46.251398887707)
Salgesch;POINT(7.57683128180797 46.3090576194369)
Charrat-Fully;POINT(7.12557158192055 46.1265301429187)
Saxon;POINT(7.17284991533034 46.1493061351532)
Evionnaz;POINT(7.02540044457444 46.1698393987065)
Vernayaz;POINT(7.0379858417067 46.1391424466598)
Basel St. Jakob;POINT(7.61952820726811 47.5426101412747)
Neuthal;POINT(8.86436861241002 47.3578855010706)
Bäretswil;POINT(8.85217847400282 47.3373191336903)
Ettenhausen-Emmetschloo;POINT(8.8343109829992 47.3248195846554)
Echirolles;POINT(5.71988782513465 45.1528007608179)
Grenoble Universités-Gières;POINT(5.7847012728929 45.1850245612135)
Lancey;POINT(5.88081202515422 45.2345406839682)
Brignoud;POINT(5.90127564732931 45.2624630799091)
Goncelin;POINT(5.97396732013038 45.3421702306995)
Pontcharra-sur-Bréda-Allevard;POINT(6.00765414328955 45.434128304542)
Montmélian;POINT(6.04314658017006 45.503042756808)
Chabons;POINT(5.42799823982506 45.438591173964)
Virieu-sur-Bourbre;POINT(5.47174619416777 45.4916961589486)
St-André-le-Gaz;POINT(5.52419882361481 45.5447951578213)
Voreppe;POINT(5.63211343871111 45.2902516738674)
Moirans;POINT(5.56379656134431 45.3239071955926)
Voiron;POINT(5.59466267451096 45.3641450012988)
Réaumont-St-Cassien;POINT(5.53488877549732 45.3691813937118)
Rives;POINT(5.49136539997567 45.3575932334201)
Le Grand-Lemps;POINT(5.42292275846908 45.3970753890439)
Dannemarie - Velesmes;POINT(5.87349075558763 47.2037261852575)
Saint-Vit;POINT(5.80844374585548 47.1835149843134)
Ranchot;POINT(5.72379549662111 47.1525698007224)
Orchamps;POINT(5.65179552658891 47.1489898182929)
Auxonne;POINT(5.37708172951408 47.1925929693935)
Collonges;POINT(5.26696624197138 47.2203484149645)
Genlis;POINT(5.22446694587377 47.2440828065895)
Vertaizon;POINT(3.28845377788125 45.7846992717386)
Pont-du-Château;POINT(3.23777981269701 45.7885517816809)
Aulnat Aéroport;POINT(3.16143199668907 45.7920532629814)
Thiers;POINT(3.54326090825722 45.8611358590836)
Pont-de-Dore;POINT(3.49033217170953 45.8427843783209)
Lezoux;POINT(3.38587607045757 45.8212153723791)
Mulhouse Dornach;POINT(7.30821704551316 47.7468225098424)
Staffelfelden;POINT(7.26509791186942 47.8279775948144)
Bollwiller;POINT(7.26757726205393 47.8570203990384)
Raedersheim;POINT(7.28394456653287 47.8869565855699)
Merxheim;POINT(7.30259359183378 47.9133653615431)
Rouffach;POINT(7.31261879040595 47.9603198028284)
Herrlisheim-près-Colmar;POINT(7.32065871219994 48.0166665372815)
Saint-Egrève-Saint-Robert;POINT(5.67220524984695 45.2357932167764)
Moirans-la-Galifette;POINT(5.56532369732753 45.3194352647097)
Tullins-Fures;POINT(5.49258710876225 45.3014113221319)
Poliénas;POINT(5.47356079104195 45.2556339545093)
Vinay;POINT(5.41114584509263 45.2063893719062)
St-Marcellin (Isère);POINT(5.32373976793564 45.1507481561228)
Romans - Bourg-de-Péage;POINT(5.05206227652155 45.0482394551631)
Saint-Hilaire-St-Nazaire;POINT(5.24445446094821 45.0714890296928)
Tarare;POINT(4.43903396024737 45.8897553293484)
L'Arbresle;POINT(4.61834667413543 45.8331651085962)
Le Coteau;POINT(4.08625656497169 46.0239371834736)
Amplepuis;POINT(4.32676251602249 45.9710114481571)
Lozanne;POINT(4.6813455250195 45.854260237964)
Albigny-Neuville;POINT(4.83267571780334 45.8747469556578)
Saint-Romain-de-Popey;POINT(4.5423402179355 45.8616050470062)
Pontcharra - Saint-Forgeux;POINT(4.49277118055088 45.8714883522699)
Saint-Victor - Thizy;POINT(4.2810292849016 46.0024821833742)
Régny;POINT(4.21511989249657 45.9876228856644)
Saint-Germain-au-Mont-d'Or;POINT(4.80465726408776 45.8885423030925)
Chazay - Marcilly;POINT(4.72521924350201 45.8729644419676)
Saint-Louis la Chaussée;POINT(7.5312507642854 47.6094413148428)
Bartenheim;POINT(7.4872512816631 47.6351075351709)
Sierentz;POINT(7.45933164262878 47.6561021982036)
Habsheim;POINT(7.41800913955353 47.7381116070771)
Rixheim;POINT(7.4061513778015 47.7487372632116)
La Roche-sur-Foron;POINT(6.30375682728225 46.0673644548588)
St-Pierre-en-Faucigny;POINT(6.37571188155024 46.0593113218215)
Bonneville;POINT(6.4164864123021 46.0777407925492)
Marignier;POINT(6.50778219463988 46.0887257431587)
Magland;POINT(6.62153585908376 46.0169132874622)
Pringy (Haute-Savoie);POINT(6.1233661350531 45.9395852912108)
Groisy-Thorens-la-Caille;POINT(6.17550435415065 46.0111051116364)
Belfort;POINT(6.85362459592119 47.6333641569702)
Montreux-Vieux;POINT(7.02481653963968 47.6175742506225)
Dannemarie;POINT(7.12460140141356 47.6278006966372)
Altkirch;POINT(7.23904676862632 47.6270197064902)
Illfurth Croisement Gare-CD68;POINT(7.26644538479578 47.6744633381901)
Zillisheim Auberge Mohn;POINT(7.29421231023178 47.6938036073846)
Montbéliard;POINT(6.80159417465775 47.5105945633987)
Héricourt;POINT(6.76958720108011 47.5729335091055)
Illfurth;POINT(7.26832286373985 47.6764230915264)
Zillisheim;POINT(7.29447282166421 47.6945049958317)
Petit-Croix;POINT(6.99483975860444 47.6102467923134)
Flaxlanden;POINT(7.30463276752902 47.6988280008202)
Voujeaucourt;POINT(6.76997347665234 47.4789722974334)
Colombier-Fontaine;POINT(6.68899933693053 47.4554830270789)
L'Isle-sur-le-Doubs;POINT(6.58140811533656 47.4472823875748)
Clerval;POINT(6.49205269401275 47.3966531149496)
Baume-les-Dames;POINT(6.35944339175257 47.3540272550549)
Walheim;POINT(7.26339111282935 47.6416991582238)
Deluz;POINT(6.20043260328844 47.2930855784471)
Novillars;POINT(6.13270861400924 47.2839577635138)
Roche-lez-Beaupré;POINT(6.11096040097768 47.2762850371998)
